path,label,split
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5240.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5297.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5283.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5282.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5296.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5241.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5255.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5269.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5335.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5321.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5309.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5137.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5123.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5127.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5133.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5325.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5331.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5319.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5251.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5245.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5279.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5292.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5286.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5287.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5293.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5278.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5244.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5250.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5318.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5330.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5324.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5132.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5126.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5130.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5124.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5118.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5332.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5326.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5246.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5252.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5285.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5291.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5290.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5284.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5253.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5247.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5327.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5333.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5119.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5125.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5131.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5156.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5142.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5195.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5181.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5368.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5354.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5432.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5426.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5340.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5397.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5383.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5208.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5220.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5234.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5235.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5221.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5209.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5382.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5396.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5427.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5341.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5355.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5433.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5369.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5180.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5194.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5143.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5157.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5169.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5141.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5155.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5182.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5196.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5419.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5343.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5425.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5431.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5357.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5380.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5394.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5237.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5223.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5222.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5236.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5395.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5381.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5430.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5356.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5342.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5424.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5418.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5197.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5183.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5154.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5140.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5168.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5144.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5150.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5178.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5187.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5193.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5420.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5346.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5352.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5434.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5408.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5385.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5391.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5232.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5226.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5227.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5233.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5390.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5384.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5409.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5353.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5435.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5421.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5347.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5192.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5186.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5179.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5151.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5145.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5153.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5147.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5190.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5184.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5351.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5345.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5423.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5379.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5392.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5386.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5225.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5231.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5219.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5218.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5230.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5224.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5387.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5393.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5378.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5344.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5422.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5350.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5185.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5191.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5146.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5152.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5177.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5163.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5188.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5349.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5375.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5413.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5407.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5361.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5229.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5201.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5215.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5214.jpg,fake,train
/Users/xuwei/Desktop/spring2025/CSCI467/CSCI467_deepfake/467_data/2/train-20250112T065955Z-001/train/real/5200.jpg,fake,train
